,DateTime,Close,Bid,Ask,Bid_size,Ask_size
0,2023-08-01 13:16:45.661793-04:00,0.0,0.0,0.0,0,0
1,2023-08-01 13:16:48.043830-04:00,4600.0,0.0,0.0,0,0
2,2023-08-01 13:16:48.065831-04:00,0.0,4599.75,0.0,0,0
3,2023-08-01 13:16:48.070832-04:00,0.0,0.0,0.0,64,0
4,2023-08-01 13:16:48.073841-04:00,0.0,0.0,4600.0,0,0
5,2023-08-01 13:16:48.076849-04:00,0.0,0.0,0.0,0,110
6,2023-08-01 13:16:48.079856-04:00,0.0,0.0,0.0,64,0
7,2023-08-01 13:16:48.083855-04:00,0.0,0.0,0.0,0,110
8,2023-08-01 13:16:48.977202-04:00,0.0,0.0,0.0,66,0
9,2023-08-01 13:16:48.981207-04:00,0.0,0.0,0.0,0,109
10,2023-08-01 13:16:49.976720-04:00,0.0,0.0,0.0,65,0
11,2023-08-01 13:16:49.980726-04:00,0.0,0.0,0.0,0,113
12,2023-08-01 13:16:50.879136-04:00,0.0,0.0,0.0,106,0
13,2023-08-01 13:16:50.882164-04:00,0.0,0.0,0.0,0,65
14,2023-08-01 13:16:51.883113-04:00,0.0,0.0,0.0,114,0
15,2023-08-01 13:16:51.887112-04:00,0.0,0.0,0.0,0,50
16,2023-08-01 13:16:52.881794-04:00,0.0,0.0,0.0,112,0
17,2023-08-01 13:16:52.885788-04:00,0.0,0.0,0.0,0,33
18,2023-08-01 13:16:53.685302-04:00,0.0,4600.0,0.0,0,0
19,2023-08-01 13:16:53.688313-04:00,0.0,0.0,0.0,81,0
20,2023-08-01 13:16:53.691300-04:00,0.0,0.0,4600.25,0,0
21,2023-08-01 13:16:53.695300-04:00,0.0,0.0,0.0,0,119
22,2023-08-01 13:16:53.698811-04:00,0.0,0.0,0.0,81,0
23,2023-08-01 13:16:53.703811-04:00,0.0,0.0,0.0,0,119
24,2023-08-01 13:16:54.282944-04:00,0.0,4599.75,0.0,0,0
25,2023-08-01 13:16:54.286952-04:00,0.0,0.0,0.0,109,0
26,2023-08-01 13:16:54.291944-04:00,0.0,0.0,4600.0,0,0
27,2023-08-01 13:16:54.294946-04:00,0.0,0.0,0.0,0,42
28,2023-08-01 13:16:54.300013-04:00,0.0,0.0,0.0,109,0
29,2023-08-01 13:16:54.304016-04:00,0.0,0.0,0.0,0,42
30,2023-08-01 13:16:54.383023-04:00,0.0,4600.0,0.0,0,0
31,2023-08-01 13:16:54.387022-04:00,0.0,0.0,0.0,7,0
32,2023-08-01 13:16:54.391020-04:00,0.0,0.0,4600.25,0,0
33,2023-08-01 13:16:54.394027-04:00,0.0,0.0,0.0,0,121
34,2023-08-01 13:16:54.397529-04:00,0.0,0.0,0.0,7,0
35,2023-08-01 13:16:54.402541-04:00,0.0,0.0,0.0,0,121
36,2023-08-01 13:16:54.790417-04:00,0.0,0.0,0.0,51,0
37,2023-08-01 13:16:54.794421-04:00,0.0,0.0,0.0,0,115
38,2023-08-01 13:16:55.803762-04:00,0.0,0.0,0.0,0,118
39,2023-08-01 13:16:55.985321-04:00,4600.25,0.0,0.0,0,0
40,2023-08-01 13:16:56.787433-04:00,0.0,0.0,0.0,72,0
41,2023-08-01 13:16:56.790425-04:00,0.0,0.0,0.0,0,99
42,2023-08-01 13:16:57.787479-04:00,0.0,0.0,0.0,48,0
43,2023-08-01 13:16:57.790545-04:00,0.0,0.0,0.0,0,101
44,2023-08-01 13:16:58.587580-04:00,4600.0,0.0,0.0,0,0
45,2023-08-01 13:16:58.688097-04:00,4600.25,0.0,0.0,0,0
46,2023-08-01 13:16:58.789650-04:00,0.0,0.0,0.0,59,0
47,2023-08-01 13:16:58.794628-04:00,0.0,0.0,0.0,0,98
48,2023-08-01 13:16:59.788201-04:00,0.0,0.0,0.0,66,0
49,2023-08-01 13:16:59.792200-04:00,0.0,0.0,0.0,0,94
50,2023-08-01 13:16:59.997294-04:00,0.0,0.0,0.0,96,0
51,2023-08-01 13:17:00.001815-04:00,0.0,0.0,0.0,0,12
52,2023-08-01 13:17:00.994643-04:00,0.0,0.0,0.0,92,0
53,2023-08-01 13:17:00.998643-04:00,0.0,0.0,0.0,0,17
54,2023-08-01 13:17:01.189984-04:00,0.0,4600.25,0.0,0,0
55,2023-08-01 13:17:01.193995-04:00,0.0,0.0,0.0,28,0
56,2023-08-01 13:17:01.196987-04:00,0.0,0.0,4600.5,0,0
57,2023-08-01 13:17:01.201520-04:00,0.0,0.0,0.0,0,126
58,2023-08-01 13:17:01.204522-04:00,0.0,0.0,0.0,28,0
59,2023-08-01 13:17:01.207536-04:00,0.0,0.0,0.0,0,126
60,2023-08-01 13:17:02.664732-04:00,0.0,4600.0,0.0,0,0
61,2023-08-01 13:17:02.671246-04:00,0.0,0.0,0.0,93,0
62,2023-08-01 13:17:02.677260-04:00,0.0,0.0,4600.25,0,0
63,2023-08-01 13:17:02.683237-04:00,0.0,0.0,0.0,0,23
64,2023-08-01 13:17:02.688238-04:00,0.0,0.0,0.0,93,0
65,2023-08-01 13:17:02.692239-04:00,0.0,0.0,0.0,0,23
66,2023-08-01 13:17:02.704761-04:00,0.0,4600.25,0.0,0,0
67,2023-08-01 13:17:02.709761-04:00,0.0,0.0,0.0,21,0
68,2023-08-01 13:17:02.712758-04:00,0.0,0.0,4600.5,0,0
69,2023-08-01 13:17:02.717758-04:00,0.0,0.0,0.0,0,117
70,2023-08-01 13:17:02.722760-04:00,0.0,0.0,0.0,21,0
71,2023-08-01 13:17:02.726759-04:00,0.0,0.0,0.0,0,117
72,2023-08-01 13:17:02.731761-04:00,0.0,4600.0,0.0,0,0
73,2023-08-01 13:17:02.735768-04:00,0.0,0.0,0.0,94,0
74,2023-08-01 13:17:02.740770-04:00,0.0,0.0,4600.25,0,0
75,2023-08-01 13:17:02.743765-04:00,0.0,0.0,0.0,0,14
76,2023-08-01 13:17:02.750760-04:00,0.0,0.0,0.0,94,0
77,2023-08-01 13:17:02.756765-04:00,0.0,0.0,0.0,0,14
78,2023-08-01 13:17:03.693360-04:00,0.0,0.0,0.0,89,0
79,2023-08-01 13:17:03.699347-04:00,0.0,0.0,0.0,0,56
80,2023-08-01 13:17:04.394114-04:00,0.0,0.0,0.0,91,0
81,2023-08-01 13:17:04.401116-04:00,0.0,0.0,0.0,0,14
82,2023-08-01 13:17:05.298593-04:00,0.0,0.0,0.0,98,0
83,2023-08-01 13:17:05.302593-04:00,0.0,0.0,0.0,0,10
84,2023-08-01 13:17:05.395244-04:00,0.0,0.0,0.0,0,18
85,2023-08-01 13:17:05.996632-04:00,0.0,4600.25,0.0,0,0
86,2023-08-01 13:17:06.000639-04:00,0.0,0.0,0.0,26,0
87,2023-08-01 13:17:06.006096-04:00,0.0,0.0,4600.5,0,0
88,2023-08-01 13:17:06.010099-04:00,0.0,0.0,0.0,0,116
89,2023-08-01 13:17:06.014097-04:00,0.0,0.0,0.0,26,0
90,2023-08-01 13:17:06.019099-04:00,0.0,0.0,0.0,0,116
91,2023-08-01 13:17:06.797495-04:00,4600.5,0.0,0.0,0,0
92,2023-08-01 13:17:07.003704-04:00,0.0,0.0,0.0,54,0
93,2023-08-01 13:17:07.008220-04:00,0.0,0.0,0.0,0,106
94,2023-08-01 13:17:07.999006-04:00,0.0,0.0,0.0,28,0
95,2023-08-01 13:17:08.004996-04:00,0.0,0.0,0.0,0,105
96,2023-08-01 13:17:09.009041-04:00,0.0,0.0,0.0,35,0
97,2023-08-01 13:17:09.013039-04:00,0.0,0.0,0.0,0,101
98,2023-08-01 13:17:10.009022-04:00,0.0,0.0,0.0,53,0
99,2023-08-01 13:17:10.016025-04:00,0.0,0.0,0.0,0,102
100,2023-08-01 13:17:10.301079-04:00,4600.25,0.0,0.0,0,0
101,2023-08-01 13:17:10.314612-04:00,0.0,0.0,0.0,6,0
102,2023-08-01 13:17:10.319616-04:00,0.0,0.0,0.0,0,108
103,2023-08-01 13:17:10.503195-04:00,0.0,4600.0,0.0,0,0
104,2023-08-01 13:17:10.507195-04:00,0.0,0.0,0.0,92,0
105,2023-08-01 13:17:10.512336-04:00,0.0,0.0,4600.25,0,0
106,2023-08-01 13:17:10.516328-04:00,0.0,0.0,0.0,0,23
107,2023-08-01 13:17:10.522328-04:00,0.0,0.0,0.0,92,0
108,2023-08-01 13:17:10.526329-04:00,0.0,0.0,0.0,0,23
109,2023-08-01 13:17:11.405959-04:00,0.0,0.0,0.0,83,0
110,2023-08-01 13:17:11.412464-04:00,0.0,0.0,0.0,0,68
111,2023-08-01 13:17:11.903187-04:00,4600.0,0.0,0.0,0,0
112,2023-08-01 13:17:12.403995-04:00,0.0,0.0,0.0,51,0
113,2023-08-01 13:17:12.410521-04:00,0.0,0.0,0.0,0,97
114,2023-08-01 13:17:12.504533-04:00,4600.25,0.0,0.0,0,0
115,2023-08-01 13:17:13.407744-04:00,0.0,0.0,0.0,52,0
116,2023-08-01 13:17:13.412257-04:00,0.0,0.0,0.0,0,94
117,2023-08-01 13:17:14.405139-04:00,0.0,0.0,0.0,54,0
118,2023-08-01 13:17:14.410651-04:00,0.0,0.0,0.0,0,89
119,2023-08-01 13:17:15.206542-04:00,4600.0,0.0,0.0,0,0
120,2023-08-01 13:17:15.220049-04:00,0.0,0.0,0.0,8,0
121,2023-08-01 13:17:15.224057-04:00,0.0,0.0,0.0,0,104
122,2023-08-01 13:17:15.408611-04:00,0.0,4599.75,0.0,0,0
123,2023-08-01 13:17:15.412125-04:00,0.0,0.0,0.0,122,0
124,2023-08-01 13:17:15.417128-04:00,0.0,0.0,4600.0,0,0
125,2023-08-01 13:17:15.422126-04:00,0.0,0.0,0.0,0,9
126,2023-08-01 13:17:15.426134-04:00,0.0,0.0,0.0,122,0
127,2023-08-01 13:17:15.432128-04:00,0.0,0.0,0.0,0,9
128,2023-08-01 13:17:15.507138-04:00,0.0,0.0,0.0,116,0
129,2023-08-01 13:17:15.511654-04:00,0.0,0.0,0.0,0,57
130,2023-08-01 13:17:15.807104-04:00,0.0,0.0,0.0,65,0
131,2023-08-01 13:17:15.811104-04:00,0.0,0.0,0.0,0,90
132,2023-08-01 13:17:16.108299-04:00,4599.75,0.0,0.0,0,0
133,2023-08-01 13:17:16.124467-04:00,0.0,0.0,0.0,19,0
134,2023-08-01 13:17:16.131466-04:00,0.0,0.0,0.0,0,97
135,2023-08-01 13:17:17.108707-04:00,0.0,0.0,0.0,33,0
136,2023-08-01 13:17:17.114215-04:00,0.0,0.0,0.0,0,92
137,2023-08-01 13:17:17.309569-04:00,4600.0,0.0,0.0,0,0
138,2023-08-01 13:17:17.608905-04:00,4599.75,0.0,0.0,0,0
139,2023-08-01 13:17:18.111039-04:00,0.0,0.0,0.0,71,0
140,2023-08-01 13:17:18.115566-04:00,0.0,0.0,0.0,0,76
141,2023-08-01 13:17:19.010799-04:00,0.0,4599.5,0.0,0,0
142,2023-08-01 13:17:19.017329-04:00,0.0,0.0,0.0,101,0
143,2023-08-01 13:17:19.021340-04:00,0.0,0.0,4599.75,0,0
144,2023-08-01 13:17:19.026336-04:00,0.0,0.0,0.0,0,55
145,2023-08-01 13:17:19.032330-04:00,0.0,0.0,0.0,101,0
146,2023-08-01 13:17:19.035340-04:00,0.0,0.0,0.0,0,55
147,2023-08-01 13:17:19.114848-04:00,0.0,0.0,0.0,92,0
148,2023-08-01 13:17:19.119847-04:00,0.0,0.0,0.0,0,8
149,2023-08-01 13:17:19.624241-04:00,0.0,0.0,0.0,99,0
150,2023-08-01 13:17:19.638241-04:00,0.0,0.0,0.0,0,51
151,2023-08-01 13:17:19.723214-04:00,0.0,0.0,0.0,55,0
152,2023-08-01 13:17:19.731207-04:00,0.0,0.0,0.0,0,82
153,2023-08-01 13:17:20.713554-04:00,0.0,0.0,0.0,35,0
154,2023-08-01 13:17:20.721071-04:00,0.0,0.0,0.0,0,102
155,2023-08-01 13:17:21.020900-04:00,0.0,0.0,0.0,84,0
156,2023-08-01 13:17:21.025900-04:00,0.0,0.0,0.0,0,73
157,2023-08-01 13:17:22.016436-04:00,0.0,0.0,0.0,53,0
158,2023-08-01 13:17:22.020445-04:00,0.0,0.0,0.0,0,93
159,2023-08-01 13:17:23.016138-04:00,4599.5,0.0,0.0,0,0
160,2023-08-01 13:17:23.037153-04:00,0.0,0.0,0.0,58,0
161,2023-08-01 13:17:23.042145-04:00,0.0,0.0,0.0,0,94
162,2023-08-01 13:17:24.025261-04:00,0.0,0.0,0.0,56,0
163,2023-08-01 13:17:24.035275-04:00,0.0,0.0,0.0,0,95
164,2023-08-01 13:17:25.024822-04:00,0.0,0.0,0.0,55,0
165,2023-08-01 13:17:25.031820-04:00,0.0,0.0,0.0,0,98
166,2023-08-01 13:17:25.117328-04:00,4599.75,0.0,0.0,0,0
167,2023-08-01 13:17:25.419846-04:00,4599.5,0.0,0.0,0,0
168,2023-08-01 13:17:26.018453-04:00,0.0,0.0,0.0,39,0
169,2023-08-01 13:17:26.024446-04:00,0.0,0.0,0.0,0,104
170,2023-08-01 13:17:27.019758-04:00,0.0,0.0,0.0,62,0
171,2023-08-01 13:17:27.029841-04:00,0.0,0.0,0.0,0,102
172,2023-08-01 13:17:28.021398-04:00,0.0,0.0,0.0,39,0
173,2023-08-01 13:17:28.027398-04:00,0.0,0.0,0.0,0,104
174,2023-08-01 13:17:29.021926-04:00,4599.75,0.0,0.0,0,0
175,2023-08-01 13:17:29.040925-04:00,0.0,0.0,0.0,52,0
176,2023-08-01 13:17:29.051918-04:00,0.0,0.0,0.0,0,103
177,2023-08-01 13:17:30.023638-04:00,0.0,0.0,0.0,56,0
178,2023-08-01 13:17:30.032644-04:00,0.0,0.0,0.0,0,102
179,2023-08-01 13:17:31.025342-04:00,0.0,0.0,0.0,57,0
180,2023-08-01 13:17:31.032339-04:00,0.0,0.0,0.0,0,101
